,State Name,ID,CaseNo,VehicleNo,CrashType,First Distraction,Second Distraction,Driver Action
132,Texas,970001,97,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
133,Texas,980001,98,1,Specifics Other,Not Distracted,Not Distracted,Not Reported
134,Texas,980002,98,2,Specifics Other,Not Distracted,Not Distracted,Not Reported
135,Texas,990001,99,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
136,Texas,1000001,100,1,Parked Veh.,Not Distracted,Not Distracted,Phantom/Non-Contact Motor Vehicle
137,Texas,1010001,101,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
138,Texas,1020001,102,1,Pedestrian/ Animal,"Inattention (Inattentive), Details Unknown","Inattention (Inattentive), Details Unknown",Not Reported
139,Texas,1030001,103,1,Specifics Other,Not Distracted,Not Distracted,Motor Vehicle
140,Texas,1030002,103,2,Specifics Other,Not Distracted,Not Distracted,Motor Vehicle
141,Texas,1040001,104,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
142,Texas,1040002,104,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
143,Texas,1050001,105,1,Other Crash Type,Not Distracted,Not Distracted,Not Reported
144,Texas,1060001,106,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
145,Texas,1060002,106,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
146,Texas,1070001,107,1,Struck On The Left,Not Distracted,Not Distracted,Not Reported
147,Texas,1070002,107,2,Striking From The Left,Not Distracted,Not Distracted,Not Reported
148,Texas,1070003,107,3,Other Crash Type,Not Distracted,Not Distracted,Not Reported
149,Texas,1080001,108,1,End Departure,Not Distracted,Not Distracted,Not Reported
150,Texas,1090001,109,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
151,Texas,1100001,110,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
152,Texas,1110001,111,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
153,Texas,1120001,112,1,Turn Into Opposite Directions (Turning Left),"Inattention (Inattentive), Details Unknown","Inattention (Inattentive), Details Unknown",Not Reported
154,Texas,1120002,112,2,Turn Into Opposite Directions (Going Straight),Not Distracted,Not Distracted,Not Reported
155,Texas,1130001,113,1,Specifics Other,Not Distracted,Not Distracted,Motor Vehicle
156,Texas,1130002,113,2,Specifics Other,Not Distracted,Not Distracted,Not Reported
157,Texas,1140001,114,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
158,Texas,1150001,115,1,Specifics Other,Not Distracted,Not Distracted,Not Reported
159,Texas,1150002,115,2,Specifics Other,Not Distracted,Not Distracted,Motor Vehicle
160,Texas,1150003,115,3,Other Crash Type,Not Distracted,Not Distracted,Not Reported
161,Texas,1160001,116,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
162,Texas,1170001,117,1,Specifics Other,Not Distracted,Not Distracted,Phantom/Non-Contact Motor Vehicle
163,Texas,1170002,117,2,Specifics Other,Not Distracted,Not Distracted,Not Reported
164,Texas,1180001,118,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
165,Texas,1190001,119,1,Parked Veh.,Not Distracted,Not Distracted,Not Reported
166,Texas,1200001,120,1,"Stopped, Left",Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
167,Texas,1200002,120,2,Stopped,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
168,Texas,1210001,121,1,Other Crash Type,While Using Or Reaching For Device/Object Brought Into Vehicle,While Using Or Reaching For Device/Object Brought Into Vehicle,Motor Vehicle
169,Texas,1210002,121,2,Other Crash Type,Not Distracted,Not Distracted,Not Reported
170,Texas,1220001,122,1,Struck On The Right,Not Distracted,Not Distracted,Not Reported
171,Texas,1220002,122,2,Striking From The Right,Not Distracted,Not Distracted,Not Reported
172,Texas,1220003,122,3,Other Crash Type,Not Distracted,Not Distracted,Not Reported
173,Texas,1230001,123,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
174,Texas,1240001,124,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
175,Texas,1250001,125,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
176,Texas,1260001,126,1,End Departure,Not Distracted,Not Distracted,Not Reported
177,Texas,1270001,127,1,Specifics Other,No Driver Present/Unknown If Driver Present,No Driver Present/Unknown If Driver Present,No Driver Present/Unknown If Driver Present
178,Texas,1270002,127,2,Specifics Other,Not Distracted,Not Distracted,Motor Vehicle
179,Texas,1280001,128,1,Other Crash Type,Not Distracted,Not Distracted,Not Reported
180,Texas,1290001,129,1,Initial Opposite Directions (Left/Right),Not Distracted,Not Distracted,Not Reported
181,Texas,1290002,129,2,Initial Opposite Directions (Going Straight),Not Distracted,Not Distracted,Not Reported
182,Texas,1300001,130,1,Specifics Other,Unknown If Distracted,Unknown If Distracted,Unknown
183,Texas,1300002,130,2,Specifics Other,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
184,Texas,1310001,131,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
185,Texas,1320001,132,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
186,Texas,1330001,133,1,Lateral Move (Left/Right),While Manipulating Cellular Phone,While Manipulating Cellular Phone,Not Reported
187,Texas,1330002,133,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
188,Texas,1340001,134,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
189,Texas,1340002,134,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
190,Texas,1350001,135,1,Struck On The Left,Not Distracted,Not Distracted,Not Reported
191,Texas,1350002,135,2,Striking From The Left,Not Distracted,Not Distracted,Not Reported
192,Texas,1360001,136,1,Initial Opposite Directions (Going Straight),Not Distracted,Not Distracted,Not Reported
193,Texas,1360002,136,2,Initial Opposite Directions (Left/Right),Not Distracted,Not Distracted,Not Reported
194,Texas,1370001,137,1,"Slower, Going Straight",Not Distracted,Not Distracted,Not Reported
195,Texas,1370002,137,2,Slower,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
196,Texas,1380001,138,1,Changing Lanes To The Right,Not Distracted,Not Distracted,Not Reported
197,Texas,1380002,138,2,Straight Ahead On Left/Right,Not Distracted,Not Distracted,Not Reported
198,Texas,1380003,138,3,Other Crash Type,Not Distracted,Not Distracted,Not Reported
199,Texas,1390001,139,1,Striking From The Left,Not Distracted,Not Distracted,Not Reported
200,Texas,1390002,139,2,Struck On The Left,"Inattention (Inattentive), Details Unknown","Inattention (Inattentive), Details Unknown",Not Reported
201,Texas,1400001,140,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
202,Texas,1410001,141,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
203,Texas,1420001,142,1,"Slower, Going Straight",Not Distracted,Not Distracted,Not Reported
204,Texas,1420002,142,2,Slower,Not Distracted,Not Distracted,Not Reported
205,Texas,1430001,143,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
206,Texas,1440001,144,1,Parked Veh.,Not Distracted,Not Distracted,Not Reported
207,Texas,1450001,145,1,Pedestrian/ Animal,Not Distracted,Not Distracted,"Pedestrian, Pedalcyclist Or Other Non-Motorist"
208,Texas,1460001,146,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
209,Texas,1470001,147,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
210,Texas,1480001,148,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
211,Texas,1490001,149,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
212,Texas,1500001,150,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
213,Texas,1510001,151,1,Drive Off Road,"Inattention (Inattentive), Details Unknown","Inattention (Inattentive), Details Unknown",Not Reported
214,Texas,1520001,152,1,Drive Off Road,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
215,Texas,1530001,153,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
216,Texas,1540001,154,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
217,Texas,1550001,155,1,Other Crash Type,Not Distracted,Not Distracted,Not Reported
218,Texas,1560001,156,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
219,Texas,1570001,157,1,Specifics Other,"Inattention (Inattentive), Details Unknown","Inattention (Inattentive), Details Unknown",Not Reported
220,Texas,1570002,157,2,Specifics Other,Not Distracted,Not Distracted,Not Reported
221,Texas,1590001,159,1,Pedestrian/ Animal,Not Distracted,Not Distracted,"Pedestrian, Pedalcyclist Or Other Non-Motorist"
222,Texas,1590002,159,2,Other Crash Type,Not Distracted,Not Distracted,Motor Vehicle
223,Texas,1600001,160,1,Pedestrian/ Animal,Not Distracted,Not Distracted,"Pedestrian, Pedalcyclist Or Other Non-Motorist"
224,Texas,1610001,161,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
225,Texas,1620001,162,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
226,Texas,1630001,163,1,Initial Opposite Directions (Left/Right),Not Distracted,Not Distracted,Not Reported
227,Texas,1630002,163,2,Initial Opposite Directions (Going Straight),Not Distracted,Not Distracted,Not Reported
228,Texas,1640001,164,1,Striking From The Left,Not Distracted,Not Distracted,Not Reported
229,Texas,1640002,164,2,Struck On The Left,Not Distracted,Not Distracted,Not Reported
230,Texas,1650001,165,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
231,Texas,1660001,166,1,Stopped,Not Distracted,Not Distracted,Motor Vehicle
232,Texas,1660002,166,2,"Stopped, Straight",Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
233,Texas,1670001,167,1,Struck On The Left,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
234,Texas,1670002,167,2,Striking From The Left,"Inattention (Inattentive), Details Unknown","Inattention (Inattentive), Details Unknown",Not Reported
235,Texas,1680001,168,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
236,Texas,1690001,169,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
237,Texas,1700001,170,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
238,Texas,1710001,171,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
239,Texas,1720001,172,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
240,Texas,1740001,174,1,Pedestrian/ Animal,While Using Or Reaching For Device/Object Brought Into Vehicle,While Using Or Reaching For Device/Object Brought Into Vehicle,Not Reported
241,Texas,1750001,175,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
242,Texas,1760001,176,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
243,Texas,1770001,177,1,Drive Off Road,Other Cellular Phone Related,Other Cellular Phone Related,Not Reported
244,Texas,1780001,178,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
245,Texas,1790001,179,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
246,Texas,1800001,180,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
247,Texas,1810001,181,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
248,Texas,1820001,182,1,Striking From The Left,Unknown If Distracted,Unknown If Distracted,Unknown
249,Texas,1820002,182,2,Struck On The Left,Not Distracted,Not Distracted,Not Reported
250,Texas,1830001,183,1,Pedestrian/ Animal,Unknown If Distracted,Unknown If Distracted,Unknown
251,Texas,1840001,184,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
252,Texas,1850001,185,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
253,Texas,1860001,186,1,Slower,Not Distracted,Not Distracted,Not Reported
254,Texas,1860002,186,2,"Slower, Going Straight",Not Distracted,Not Distracted,Not Reported
255,Texas,1870001,187,1,Pedestrian/ Animal,"Distracted By Outside Person, Object Or Event","Distracted By Outside Person, Object Or Event",Not Reported
256,Texas,1880001,188,1,Struck On The Right,Not Distracted,Not Distracted,Not Reported
257,Texas,1880002,188,2,Striking From The Right,Not Distracted,Not Distracted,Not Reported
258,Texas,1890001,189,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
259,Texas,1900001,190,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
260,Texas,1900002,190,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
261,Texas,1910001,191,1,Pedestrian/ Animal,Not Distracted,Not Distracted,"Pedestrian, Pedalcyclist Or Other Non-Motorist"
262,Texas,1910002,191,2,Other Crash Type,Not Distracted,Not Distracted,"Pedestrian, Pedalcyclist Or Other Non-Motorist"
263,Texas,1920001,192,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
264,Texas,1920002,192,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
265,Texas,1920003,192,3,Other Crash Type,Not Distracted,Not Distracted,Not Reported
266,Texas,1930001,193,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
267,Texas,1950001,195,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
268,Texas,1950002,195,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
269,Texas,1960001,196,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
270,Texas,1970001,197,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
271,Texas,1980001,198,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
272,Texas,1990001,199,1,Turn Into Opposite Directions (Turning Left),Not Distracted,Not Distracted,Not Reported
273,Texas,1990002,199,2,Turn Into Opposite Directions (Going Straight),Not Distracted,Not Distracted,Motor Vehicle
274,Texas,2000001,200,1,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
275,Texas,2000002,200,2,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
276,Texas,2010001,201,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
277,Texas,2020001,202,1,Control/Traction Loss,Other Cellular Phone Related,Other Cellular Phone Related,Unknown
278,Texas,2030001,203,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
279,Texas,2040001,204,1,Pedestrian/ Animal,Unknown If Distracted,Unknown If Distracted,Unknown
280,Texas,2050001,205,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
281,Texas,2060001,206,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
282,Texas,2070001,207,1,Changing Lanes To The Left,Not Distracted,Not Distracted,Not Reported
283,Texas,2070002,207,2,Straight Ahead On Left/Right,Not Distracted,Not Distracted,Not Reported
284,Texas,2080001,208,1,Pedestrian/ Animal,Not Distracted,Not Distracted,"Pedestrian, Pedalcyclist Or Other Non-Motorist"
285,Texas,2090001,209,1,Drive Off Road,Unknown If Distracted,Unknown If Distracted,Unknown
286,Texas,2100001,210,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
287,Texas,2110001,211,1,No Impact,Not Distracted,Not Distracted,Not Reported
288,Texas,2130001,213,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
289,Texas,2140001,214,1,Slower,"Inattention (Inattentive), Details Unknown","Inattention (Inattentive), Details Unknown",Motor Vehicle
290,Texas,2140002,214,2,"Slower, Going Straight",Not Distracted,Not Distracted,Not Reported
